task_name,from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,max_n_segments,input_size,num_mem_tokens,segment_ordering,model_path,sum_loss,memory_layers,share_memory_layers,reconstruction_loss_coef,num_steps,best_valid_loss,backbone_cpt,k1,k2,freeze_model_weights,use_truncated_backward,model_cpt
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.001,32,1,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-03_linear_adamw_wd1e-03_378-128-3x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000,2.8828489780426025,,-1,4,True,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,16,4,linear,236,2,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_236-128-2x128_mem5_bs128_regular_bptt-2_from_cpt_2-2_eval_segm_valid/run_1,False,,False,,0,2.8965749740600586,,-1,2,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_236-128-2x128_mem5_bs32_regular_bptt-2_from_cpt_1-2_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,4,2,linear,882,7,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_882-128-7x128_mem1_bs128_regular_bptt-4_from_cpt_1-7_eval_segm_valid/run_1,False,,False,,0,8.640602111816406,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,4,1,linear,882,7,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_882-128-7x128_mem1_bs128_regular_bptt-3_from_cpt_2-7_eval_chunked/run_1,False,,False,,0,4.406916618347168,,-1,3,False,False,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_regular_bptt-3_from_cpt_1-2_chunked/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,32,4,linear,118,1,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_118-128-1x128_mem5_bs128_regular_bptt-4_from_cpt_4-1_eval_segm_valid/run_2,False,,False,,0,3.0846705436706543,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_472-128-4x128_mem5_bs32_regular_bptt-4_from_cpt_3-4_segm_valid/run_2
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,32,4,linear,118,1,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_118-128-1x128_mem5_bs128_regular_bptt-4_from_cpt_4-1_eval_segm_valid/run_1,False,,False,,0,3.1140291690826416,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_472-128-4x128_mem5_bs32_regular_bptt-4_from_cpt_3-4_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,32,4,linear,118,1,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_118-128-1x128_mem5_bs128_regular_bptt-1_from_cpt_1-1_eval_segm_valid/run_1,False,,False,,0,2.9542455673217773,,-1,1,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_118-128-1x128_mem5_bs32_regular_bptt-1_from_cpt_0-1_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,32,4,linear,118,1,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_118-128-1x128_mem5_bs128_regular_bptt-1_from_cpt_1-1_eval_segm_valid/run_1,False,,False,,0,2.9568302631378174,,-1,1,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_118-128-1x128_mem5_bs32_regular_bptt-1_from_cpt_0-1_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,2,4,linear,756,6,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_756-128-6x128_mem1_bs32_regular_bptt-6_from_cpt_5-6/run_1,False,,False,,10000,3.004962205886841,,-1,6,False,False,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_630-128-5x128_mem1_bs32_regular_bptt-5_from_cpt_4-5/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,2,4,linear,864,8,128,10.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_864-128-8x128_mem10_bs128_regular_bptt-7_from_cpt_7-8_eval_segm_valid/run_1,False,,False,,0,3.061012029647827,,-1,7,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_756-128-7x128_mem10_bs32_regular_bptt-7_from_cpt_6-7_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,32,4,linear,126,1,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs128_regular_bptt-4_from_cpt_4-1_eval_segm_valid/run_2,False,,False,,0,2.981339454650879,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_504-128-4x128_mem1_bs32_regular_bptt-4_from_cpt_3-4_segm_valid/run_2
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,32,2,linear,126,1,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs128_regular_bptt-4_from_cpt_4-1_eval_segm_valid/run_1,False,,False,,0,2.97918701171875,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_504-128-4x128_mem1_bs32_regular_bptt-4_from_cpt_3-4_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,2,4,linear,248,4,64,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_248-64-4x64_mem1_bs32_iters10000_regular_bptt-4/run_1,False,,False,,10000,3.2586159706115723,,-1,4,False,True,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,2,4,linear,972,9,128,10.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_972-128-9x128_mem10_bs128_regular_bptt-7_from_cpt_7-9_eval_segm_valid/run_1,False,,False,,0,3.1510438919067383,,-1,7,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_756-128-7x128_mem10_bs32_regular_bptt-7_from_cpt_6-7_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,8,4,linear,590,5,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_590-128-5x128_mem5_bs128_regular_bptt-7_from_cpt_7-5_eval_segm_valid/run_1,False,,False,,0,4.087296009063721,,-1,7,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_826-128-7x128_mem5_bs32_regular_bptt-7_from_cpt_6-7_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,8,4,linear,126,1,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_iters10000_regular_bptt-1/run_1,False,,False,,10000,2.947526693344116,,-1,1,False,True,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,4,1,linear,882,7,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_882-128-7x128_mem1_bs128_regular_bptt-3_from_cpt_1-7_eval_chunked/run_1,False,,False,,0,8.642072677612305,,-1,3,False,False,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-3_from_cpt_0-1_chunked/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,2,4,linear,1062,9,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_1062-128-9x128_mem5_bs128_regular_bptt-4_from_cpt_4-9_eval_segm_valid/run_1,False,,False,,0,2.9912073612213135,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_472-128-4x128_mem5_bs32_regular_bptt-4_from_cpt_3-4_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,32,4,linear,118,1,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_118-128-1x128_mem5_bs128_regular_bptt-2_from_cpt_3-1_eval_segm_valid/run_3,False,,False,,0,3.0605242252349854,,-1,2,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_354-128-3x128_mem5_bs32_regular_bptt-2_from_cpt_2-3_segm_valid/run_3
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,16,4,linear,354,3,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_354-128-3x128_mem5_bs128_regular_bptt-1_from_cpt_1-3_eval_segm_valid/run_1,False,,False,,0,9.070972442626953,,-1,1,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_118-128-1x128_mem5_bs32_regular_bptt-1_from_cpt_0-1_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,4,1,linear,756,6,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_756-128-6x128_mem1_bs128_regular_bptt-3_from_cpt_5-6_eval_chunked/run_1,False,,False,,0,2.9327151775360107,,-1,3,False,False,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_630-128-5x128_mem1_bs32_regular_bptt-3_from_cpt_4-5_chunked/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,16,4,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_378-128-3x128_mem1_bs128_regular_bptt-4_from_cpt_3-3_eval_segm_valid/run_2,False,,False,,0,2.9125425815582275,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_378-128-3x128_mem1_bs32_regular_bptt-4_from_cpt_2-3_segm_valid/run_2
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,16,2,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_378-128-3x128_mem1_bs128_regular_bptt-4_from_cpt_3-3_eval_segm_valid/run_1,False,,False,,0,2.9195756912231445,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_378-128-3x128_mem1_bs32_regular_bptt-4_from_cpt_2-3_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,16,4,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_378-128-3x128_mem1_bs128_regular_bptt-4_from_cpt_5-3_eval_segm_valid/run_2,False,,False,,0,2.9213778972625732,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_630-128-5x128_mem1_bs32_regular_bptt-4_from_cpt_4-5_segm_valid/run_2
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,16,2,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_378-128-3x128_mem1_bs128_regular_bptt-4_from_cpt_5-3_eval_segm_valid/run_1,False,,False,,0,2.924582004547119,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_630-128-5x128_mem1_bs32_regular_bptt-4_from_cpt_4-5_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,2,1,linear,1134,9,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_1134-128-9x128_mem1_bs128_regular_bptt-3_from_cpt_6-9_eval_chunked/run_1,False,,False,,0,2.9326672554016113,,-1,3,False,False,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_756-128-6x128_mem1_bs32_regular_bptt-3_from_cpt_5-6_chunked/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,8,4,linear,540,5,128,10.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_540-128-5x128_mem10_bs128_regular_bptt-3_from_cpt_3-5_eval_segm_valid/run_1,False,,False,,0,3.0763871669769287,,-1,3,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_324-128-3x128_mem10_bs32_regular_bptt-3_from_cpt_2-3_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,2,4,linear,216,4,64,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_216-64-4x64_mem5_bs32_iters10000_regular_bptt-4/run_1,False,,False,,10000,3.224445343017578,,-1,4,False,True,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,8,4,linear,540,5,128,10.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_540-128-5x128_mem10_bs128_regular_bptt-2_from_cpt_2-5_eval_segm_valid/run_1,False,,False,,0,5.424749374389648,,-1,2,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_216-128-2x128_mem10_bs32_regular_bptt-2_from_cpt_1-2_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,8,4,linear,472,4,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_472-128-4x128_mem5_bs128_regular_bptt-2_from_cpt_6-4_eval_segm_valid/run_3,False,,False,,0,2.9316251277923584,,-1,2,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_708-128-6x128_mem5_bs32_regular_bptt-2_from_cpt_5-6_segm_valid/run_3
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,16,1,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_378-128-3x128_mem1_bs128_regular_bptt-3_from_cpt_1-3_eval_chunked/run_1,False,,False,,0,8.713216781616211,,-1,3,False,False,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-3_from_cpt_0-1_chunked/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,2,4,linear,1062,9,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_1062-128-9x128_mem5_bs128_regular_bptt-1_from_cpt_1-9_eval_segm_valid/run_1,False,,False,,0,9.343416213989258,,-1,1,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_118-128-1x128_mem5_bs32_regular_bptt-1_from_cpt_0-1_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,8,4,linear,504,4,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_504-128-4x128_mem1_bs128_regular_bptt-4_from_cpt_2-4_eval_segm_valid/run_2,False,,False,,0,3.9630746841430664,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_regular_bptt-4_from_cpt_1-2_segm_valid/run_2
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,8,2,linear,504,4,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_504-128-4x128_mem1_bs128_regular_bptt-4_from_cpt_2-4_eval_segm_valid/run_1,False,,False,,0,3.962662696838379,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_regular_bptt-4_from_cpt_1-2_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,4,4,linear,756,6,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_756-128-6x128_mem1_bs128_regular_bptt-4_from_cpt_5-6_eval_segm_valid/run_2,False,,False,,0,2.918915033340454,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_630-128-5x128_mem1_bs32_regular_bptt-4_from_cpt_4-5_segm_valid/run_2
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,4,2,linear,756,6,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_756-128-6x128_mem1_bs128_regular_bptt-4_from_cpt_5-6_eval_segm_valid/run_1,False,,False,,0,2.923727035522461,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_630-128-5x128_mem1_bs32_regular_bptt-4_from_cpt_4-5_segm_valid/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,2,4,linear,630,5,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_630-128-5x128_mem1_bs32_regular_bptt-5_from_cpt_4-5/run_1,False,,False,,10000,3.004884719848633,,-1,5,False,False,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_504-128-4x128_mem1_bs32_regular_bptt-4_from_cpt_3-4/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,2,4,linear,630,5,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_630-128-5x128_mem1_bs32_regular_bptt-5_from_cpt_4-5/run_1,False,,False,,100,3.004884719848633,,-1,5,False,False,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_504-128-4x128_mem1_bs32_regular_bptt-4_from_cpt_3-4/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,8,1,linear,504,4,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_504-128-4x128_mem1_bs128_regular_bptt-3_from_cpt_5-4_eval_chunked/run_1,False,,False,,0,2.9333488941192627,,-1,3,False,False,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_630-128-5x128_mem1_bs32_regular_bptt-3_from_cpt_4-5_chunked/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,8,1,linear,630,5,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_630-128-5x128_mem1_bs128_regular_bptt-3_from_cpt_4-5_eval_chunked/run_1,False,,False,,0,2.932858943939209,,-1,3,False,False,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_504-128-4x128_mem1_bs32_regular_bptt-3_from_cpt_3-4_chunked/run_1
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,2,4,linear,1008,8,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_1008-128-8x128_mem1_bs128_regular_bptt-4_from_cpt_3-8_eval_segm_valid/run_2,False,,False,,0,3.2834548950195312,,-1,4,False,False,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_378-128-3x128_mem1_bs32_regular_bptt-4_from_cpt_2-3_segm_valid/run_2
