task_name,from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,lr_scheduler,max_n_segments,input_size,num_mem_tokens,model_path,num_steps,best_valid_exact_match,key_size,value_size,num_pairs
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem2_bs2048_regular_bptt-2/run_1,50000,0.8126000165939331,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem2_bs2048_regular_bptt-2/run_2,50000,0.35179999470710754,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem2_bs2048_regular_bptt-2/run_3,47500,0.8126000165939331,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem2_bs2048_regular_bptt-2/run_1,25000,0.46299999952316284,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem2_bs2048_regular_bptt-2/run_1,50000,0.5184444189071655,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem2_bs2048_regular_bptt-2/run_2,45000,0.45899999141693115,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem2_bs2048_regular_bptt-2/run_3,50000,0.5332221984863281,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem4_bs2048_regular_bptt-2/run_1,21250,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem4_bs2048_regular_bptt-2/run_2,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem4_bs2048_regular_bptt-2/run_3,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem4_bs2048_regular_bptt-2/run_1,21250,0.6636666655540466,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem4_bs2048_regular_bptt-2/run_2,17500,0.6639999747276306,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem4_bs2048_regular_bptt-2/run_3,2500,0.08500000089406967,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem4_bs2048_regular_bptt-2/run_1,25000,0.8126000165939331,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem4_bs2048_regular_bptt-2/run_2,40000,0.038600001484155655,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem4_bs2048_regular_bptt-2/run_3,45000,0.8126000165939331,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem4_bs2048_regular_bptt-2/run_1,25000,0.46222221851348877,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem4_bs2048_regular_bptt-2/run_2,42500,0.5183333158493042,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem4_bs2048_regular_bptt-2/run_3,50000,0.8412222266197205,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,8,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem8_bs2048_regular_bptt-2/run_1,21250,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,8,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem8_bs2048_regular_bptt-2/run_2,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,8,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem8_bs2048_regular_bptt-2/run_3,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,8,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem8_bs2048_regular_bptt-2/run_1,22500,0.6973333358764648,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,8,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem8_bs2048_regular_bptt-2/run_2,50000,0.6869999766349792,4,2,1
