task_name,from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,max_n_segments,input_size,num_mem_tokens,segment_ordering,model_path,sum_loss,memory_layers,share_memory_layers,reconstruction_loss_coef,num_steps,best_valid_loss,model_cpt,backbone_cpt,k1,k2,freeze_model_weights,use_truncated_backward,vary_n_segments
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.007,32,1,linear,126,1,128,1.0,regular,../runs/lm/wikitext-2-v1/gpt2/lr7e-03_linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.051302433013916,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.0001,32,1,linear,126,1,128,1.0,regular,../runs/lm/wikitext-2-v1/gpt2/lr1e-04_linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.081115245819092,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.01,32,1,linear,126,1,128,1.0,regular,../runs/lm/wikitext-2-v1/gpt2/lr1e-02_linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.2375357151031494,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.005,32,1,linear,124,1,128,2.0,regular,../runs/lm/wikitext-2-v1/gpt2/lr5e-03_linear_adamw_wd1e-03_124-128-1x128_mem2_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.0447323322296143,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.001,32,1,linear,124,1,128,2.0,regular,../runs/lm/wikitext-2-v1/gpt2/lr1e-03_linear_adamw_wd1e-03_124-128-1x128_mem2_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.0440256595611572,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.005,32,1,linear,248,2,128,2.0,regular,../runs/lm/wikitext-2-v1/gpt2/lr5e-03_linear_adamw_wd1e-03_248-128-2x128_mem2_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,4.758895397186279,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.005,32,1,linear,248,2,128,2.0,regular,../runs/lm/wikitext-2-v1/gpt2/lr5e-03_linear_adamw_wd1e-03_248-128-2x128_mem2_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,5.176618576049805,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.001,32,1,linear,248,2,128,2.0,regular,../runs/lm/wikitext-2-v1/gpt2/lr1e-03_linear_adamw_wd1e-03_248-128-2x128_mem2_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.7821831703186035,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.001,32,1,linear,248,2,128,2.0,regular,../runs/lm/wikitext-2-v1/gpt2/lr1e-03_linear_adamw_wd1e-03_248-128-2x128_mem2_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.975167989730835,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.01,32,1,linear,252,2,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-02_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.0161612033843994,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.001,32,1,linear,252,2,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-03_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000.0,2.8784897327423096,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.001,32,1,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-03_linear_adamw_wd1e-03_378-128-3x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000.0,2.8828489780426025,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.0001,32,1,linear,126,1,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-04_linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000.0,2.945436954498291,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.0001,32,1,linear,252,2,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-04_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.0719330310821533,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.0001,32,1,linear,252,2,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-04_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000.0,2.896317481994629,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.0001,32,1,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-04_linear_adamw_wd1e-03_378-128-3x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,2200.0,3.3769359588623047,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,32,1,linear,118,1,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_118-128-1x128_mem5_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.2309532165527344,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,32,1,linear,126,1,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.2350175380706787,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_gpt2:GPT2LMHeadModel,decoder,1e-05,32,1,linear,128,1,128,,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_128-128-1x128_memNA_bs32_iters10000_regular_lora_freeze/run_1,False,,False,,10000.0,3.2489209175109863,,,-1,-1,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,32,1,linear,236,2,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_236-128-2x128_mem5_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.7710981369018555,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,32,1,linear,252,2,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.572092056274414,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,32,1,linear,252,2,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000.0,2.9410512447357178,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-05,32,1,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-05_linear_adamw_wd1e-03_378-128-3x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.635913372039795,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,1e-06,32,1,linear,252,2,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr1e-06_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000.0,4.42779541015625,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.002,32,1,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr2e-03_linear_adamw_wd1e-03_378-128-3x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000.0,2.8855156898498535,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.05,32,1,linear,252,2,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-02_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,8.345038414001465,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.005,32,1,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-03_linear_adamw_wd1e-03_378-128-3x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000.0,2.8999719619750977,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.0005,32,1,linear,252,2,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-04_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,2.9934232234954834,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.0005,32,1,linear,252,2,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-04_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000.0,2.8811919689178467,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.0005,32,1,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-04_linear_adamw_wd1e-03_378-128-3x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000.0,2.888766288757324,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,32,1,linear,118,1,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_118-128-1x128_mem5_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.110574245452881,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,32,1,linear,126,1,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.109142303466797,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,32,1,linear,126,1,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000.0,2.9458372592926025,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_gpt2:GPT2LMHeadModel,decoder,5e-05,32,1,linear,128,1,128,,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_128-128-1x128_memNA_bs32_iters10000_regular_lora_freeze/run_1,False,,False,,800.0,4.058890342712402,,,-1,-1,True,False,
wikitext-2-v1,gpt2,,modeling_gpt2:GPT2LMHeadModel,decoder,5e-05,32,1,linear,128,1,128,,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_128-128-1x128_memNA_bs32_iters10000_regular_lora_freeze/run_1,False,,False,,10000.0,3.1181206703186035,,,-1,-1,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,32,1,linear,236,2,128,5.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_236-128-2x128_mem5_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.1455790996551514,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,32,1,linear,252,2,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.1356937885284424,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,32,1,linear,252,2,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000.0,2.910222291946411,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,32,1,linear,252,2,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_252-128-2x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,500.0,8.178423881530762,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,5e-05,32,1,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr5e-05_linear_adamw_wd1e-03_378-128-3x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.293966293334961,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.0008,32,1,linear,378,3,128,1.0,regular,../runs/lm_long/wikitext-2-v1/gpt2/lr8e-04_linear_adamw_wd1e-03_378-128-3x128_mem1_bs32_iters10000_regular_bptt-4_lora_freeze_from_cpt/run_1,False,,False,,10000.0,2.88238787651062,../runs/lm_long/wikitext-2-v1/gpt2/linear_adamw_wd1e-03_126-128-1x128_mem1_bs32_regular_bptt-4_from_cpt_0-1_segm_valid/run_1,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.0005,32,1,linear,248,2,128,2.0,regular,../runs/lm/wikitext-2-v1/gpt2/lr5e-04_linear_adamw_wd1e-03_248-128-2x128_mem2_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,3.907088041305542,,,-1,4,True,False,
wikitext-2-v1,gpt2,,modeling_rmt.language_modeling:RMTDecoderLMHeadMultiSeg,decoder,0.005,32,1,linear,236,2,128,5.0,regular,../runs/lm/wikitext-2-v1/gpt2/lr5e-03_linear_adamw_wd1e-03_236-128-2x128_mem5_bs32_iters10000_regular_bptt-4_lora_freeze/run_1,False,,False,,10000.0,6.260781288146973,,,-1,4,True,False,
