from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,max_n_segments,input_size,num_mem_tokens,segment_ordering,model_path,sum_loss,memory_layers,share_memory_layers,reconstruction_loss_coef,num_steps,best_valid_exact_match
t5-base,,modeling_rmt:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,4,4,linear,499,3,178,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{3}seg_mem10_bs32_iters10000_regular/run_1,False,,False,,10000.0,18.965517044067383
t5-base,,modeling_rmt:RMTEncoderDecoderHorizontalMemory,encoder-decoder,1e-05,2,4,linear,499,4,136,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters10000_regular_ilm_mem_layers_shared/run_3,False,all,True,,10000.0,99.95211029052734
t5-base,,modeling_rmt:RMTEncoderDecoderHorizontalMemory,encoder-decoder,1e-05,2,4,linear,499,4,136,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters10000_regular_ilm_mem_layers_shared/run_2,False,all,True,,10000.0,100.0
t5-base,,modeling_rmt:RMTEncoderDecoderMemoryLayers,encoder-decoder,1e-05,2,4,linear,499,3,178,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{3}seg_mem10_bs32_iters10000_regular_memory_layers_shared/run_3,False,all,True,,10000.0,100.0
t5-base,,modeling_rmt:RMTEncoderDecoderMemoryLayers,encoder-decoder,1e-05,2,4,linear,499,3,178,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{3}seg_mem10_bs32_iters10000_regular_memory_layers_shared/run_2,False,all,True,,10000.0,100.0
t5-base,,modeling_rmt:RMTEncoderDecoderMemoryLayers,encoder-decoder,1e-05,2,4,linear,499,3,178,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{3}seg_mem10_bs32_iters10000_regular_memory_layers_shared/run_1,False,all,True,,10000.0,99.95211029052734
t5-base,,modeling_rmt:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,4,4,linear,499,4,136,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters10000_regular/run_1,False,,False,,10000.0,19.34865951538086
t5-base,,modeling_rmt:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,2,4,linear,499,2,512,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem10_bs32_iters5000_regular/run_2,False,,False,,5000.0,17.672412872314453
t5-base,,modeling_rmt:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,linear,499,2,512,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem10_bs32_iters5000_regular/run_1,False,,False,,5000.0,19.109195709228516
t5-base,,modeling_rmt:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,linear,499,2,512,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem10_bs32_iters5000_regular/run_1,False,,False,,5000.0,17.624521255493164
t5-base,,modeling_rmt:RMTEncoderDecoderHorizontalMemory,encoder-decoder,1e-05,2,4,linear,499,2,261,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem10_bs32_iters10000_regular_ilm_mem_layers_shared/run_3,False,all,True,,10000.0,100.0
t5-base,,modeling_rmt:RMTEncoderDecoderHorizontalMemory,encoder-decoder,1e-05,2,4,linear,499,2,261,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem10_bs32_iters10000_regular_ilm_mem_layers_shared/run_2,False,all,True,,10000.0,100.0
t5-base,,modeling_rmt:RMTEncoderDecoderHorizontalMemory,encoder-decoder,1e-05,2,4,linear,499,2,261,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem10_bs32_iters10000_regular_ilm_mem_layers_shared/run_1,False,all,True,,10000.0,100.0
t5-base,,modeling_rmt:RMTEncoderDecoderHorizontalMemory,encoder-decoder,1e-05,1,4,linear,499,2,512,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem10_bs32_iters5000_regular_ilm_mem_layers_shared/run_1,False,all,True,,4550.0,99.712646484375
t5-base,,modeling_rmt:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,2,4,linear,499,3,512,10.0,regular,../runs/framework/babilong/t5-base/lr1e-05_linear_adamw_wd1e-03_499-512-{3}seg_mem10_bs32_iters5000_regular/run_2,False,,False,,0.0,0.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,1,linear,4990,10,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4990-512-{10}seg_mem10_bs32_iters3000_regular_from_cpt_9-10/run_3,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,4990,10,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4990-512-{10}seg_mem10_bs32_iters3000_regular_from_cpt_9-10/run_2,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,7984,16,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7984-512-{16}seg_mem10_bs32_iters3000_regular_5-16seg_eval/run_2,False,,False,,,56.80728530883789
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,7984,16,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7984-512-{16}seg_mem10_bs32_iters3000_regular_5-16seg_eval/run_1,False,,False,,,55.896453857421875
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,3493,7,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs128_iters3000_regular_9-7seg_eval/run_3,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,3493,7,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs128_iters3000_regular_9-7seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,7984,16,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7984-512-{16}seg_mem10_bs32_iters3000_regular_4-16seg_eval/run_2,False,,False,,,56.04026794433594
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,7984,16,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7984-512-{16}seg_mem10_bs32_iters3000_regular_4-16seg_eval/run_1,False,,False,,,57.5263671875
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,32,1,linear,255488,512,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_255488-512-{512}seg_mem10_bs32_iters3000_regular_10-512seg_eval/run_2,False,,False,,,93.62416076660156
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,6487,13,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_6487-512-{13}seg_mem10_bs128_iters3000_regular_8-13seg_eval/run_3,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,6487,13,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_6487-512-{13}seg_mem10_bs128_iters3000_regular_8-13seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,9,69,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{9}seg_mem10_bs32_iters3000_regular_sum_loss/run_3,True,,False,,3000.0,19.109195709228516
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,9,69,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{9}seg_mem10_bs32_iters3000_regular_sum_loss/run_2,True,,False,,3000.0,17.95977020263672
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,9,69,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{9}seg_mem10_bs32_iters3000_regular_sum_loss/run_1,True,,False,,3000.0,19.204980850219727
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,9980,20,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_9980-512-{20}seg_mem10_bs32_iters3000_regular_1-20seg_eval/run_2,False,,False,,,15.723873138427734
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,9980,20,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_9980-512-{20}seg_mem10_bs32_iters3000_regular_1-20seg_eval/run_1,False,,False,,,18.408437728881836
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,9481,19,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_9481-512-{19}seg_mem10_bs32_iters3000_regular_5-19seg_eval/run_2,False,,False,,,49.23298263549805
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,9481,19,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_9481-512-{19}seg_mem10_bs32_iters3000_regular_5-19seg_eval/run_1,False,,False,,,48.89741134643555
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,6986,14,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_6986-512-{14}seg_mem10_bs32_iters3000_regular_3-14seg_eval/run_2,False,,False,,,63.71044921875
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,6986,14,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_6986-512-{14}seg_mem10_bs32_iters3000_regular_3-14seg_eval/run_1,False,,False,,,62.416107177734375
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,2994,6,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs32_iters3000_regular_7-6seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,2994,6,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs32_iters3000_regular_7-6seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderHorizontalMemory,encoder,1e-05,4,4,linear,499,4,129,1.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem1_bs32_iters3000_regular_ilm/run_3,False,,False,,3000.0,18.390804290771484
bert-base-cased,,modeling_rmt:RMTEncoderHorizontalMemory,encoder,1e-05,4,4,linear,499,4,129,1.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem1_bs32_iters3000_regular_ilm/run_2,False,,False,,3000.0,18.582374572753906
bert-base-cased,,modeling_rmt:RMTEncoderHorizontalMemory,encoder,1e-05,4,4,linear,499,4,129,1.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem1_bs32_iters3000_regular_ilm/run_1,False,,False,,3000.0,19.39655113220215
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,9980,20,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_9980-512-{20}seg_mem10_bs32_iters3000_regular_5-20seg_eval/run_2,False,,False,,,46.45254135131836
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,9980,20,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_9980-512-{20}seg_mem10_bs32_iters3000_regular_5-20seg_eval/run_1,False,,False,,,48.130393981933594
bert-base-cased,,modeling_rmt.experimental:RMTEncoderMemFromSep,encoder,1e-05,8,4,linear,499,4,138,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular_mem_from_sep/run_3,False,,False,,450.0,17.863985061645508
bert-base-cased,,modeling_rmt.experimental:RMTEncoderMemFromSep,encoder,1e-05,8,4,linear,499,4,138,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular_mem_from_sep/run_2,False,,False,,3000.0,19.683908462524414
bert-base-cased,,modeling_rmt.experimental:RMTEncoderMemFromSep,encoder,1e-05,8,4,linear,499,4,138,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular_mem_from_sep/run_1,False,,False,,3000.0,19.061302185058594
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,7485,15,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7485-512-{15}seg_mem10_bs128_iters3000_regular_10-15seg_eval/run_3,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,7485,15,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7485-512-{15}seg_mem10_bs128_iters3000_regular_10-15seg_eval/run_2,False,,False,,,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,3493,7,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs32_iters3000_regular_7-7seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,3493,7,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs32_iters3000_regular_7-7seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,4,1,linear,2043904,4096,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2043904-512-{4096}seg_mem10_bs32_iters3000_regular_7-4096seg_eval/run_2,False,,False,,,90.55609130859375
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,2,254,1.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem1_bs32_iters3000_regular_memory_layers_shared/run_3,False,all,True,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,2,254,1.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem1_bs32_iters3000_regular_memory_layers_shared/run_2,False,all,True,,3000.0,20.545976638793945
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,2,254,1.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem1_bs32_iters3000_regular_memory_layers_shared/run_1,False,all,True,,3000.0,99.712646484375
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,2,4,linear,499,4,80,50.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem50_bs32_iters3000_regular_memory_layers_shared/run_1,False,all,True,,3000.0,21.40804672241211
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,5988,12,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs32_iters3000_regular_3-12seg_eval/run_2,False,,False,,,73.25023651123047
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,5988,12,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs32_iters3000_regular_3-12seg_eval/run_1,False,,False,,,75.83892822265625
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,2,235,20.0,regular,../runs/test/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem20_bs32_iters3000_regular/run_3,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,2,235,20.0,regular,../runs/test/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem20_bs32_iters3000_regular/run_2,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,2,235,20.0,regular,../runs/test/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem20_bs32_iters3000_regular/run_1,False,,False,,180.0,17.049808502197266
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,2,235,20.0,regular,../runs/test/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem20_bs32_iters3000_regular/run_1,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,2,235,20.0,regular,../runs/test/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem20_bs32_iters3000_regular/run_4,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,8483,17,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_8483-512-{17}seg_mem10_bs32_iters3000_regular_5-17seg_eval/run_2,False,,False,,,53.49951934814453
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,8483,17,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_8483-512-{17}seg_mem10_bs32_iters3000_regular_5-17seg_eval/run_1,False,,False,,,52.68456268310547
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,998,2,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_iters3000_regular_from_cpt_1-2/run_3,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,998,2,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_iters3000_regular_from_cpt_1-2/run_2,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,4,linear,998,2,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_iters3000_regular_from_cpt_1-2/run_1,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,4,1,linear,1021952,2048,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1021952-512-{2048}seg_mem10_bs32_iters3000_regular_7-2048seg_eval/run_2,False,,False,,,90.41226959228516
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,3992,8,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3992-512-{8}seg_mem10_bs32_iters3000_regular_7-8seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,3992,8,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3992-512-{8}seg_mem10_bs32_iters3000_regular_7-8seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,4,138,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular_memory_layers_shared/run_3,False,all,True,,3000.0,18.72605323791504
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,4,138,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular_memory_layers_shared/run_2,False,all,True,,3000.0,68.24712371826172
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,4,138,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular_memory_layers_shared/run_4,False,all,True,,3000.0,20.78544044494629
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,5489,11,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5489-512-{11}seg_mem10_bs128_iters3000_regular_9-11seg_eval/run_3,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,5489,11,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5489-512-{11}seg_mem10_bs128_iters3000_regular_9-11seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,1996,4,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs128_iters3000_regular_8-4seg_eval/run_3,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,1996,4,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs128_iters3000_regular_8-4seg_eval/run_2,False,,False,,,100.0
